ViPhOG	Best_taxon	Rank	Max_evalue
ViPhOG23632	Vequintavirinae	Subfamily	2.2e-29
ViPhOG6271	Trivirinae	Subfamily	7.2e-06
ViPhOG12912	Tevenvirinae	Subfamily	1.6e-09
ViPhOG7016	Klosneuvirinae	Subfamily	2.8e-71
ViPhOG17083	Chordopoxvirinae	Subfamily	3.6e-11
ViPhOG28912	Bastillevirinae	Subfamily	1.6e-05
ViPhOG11562	Ounavirinae	Subfamily	8.7e-27
ViPhOG6313	Autographivirinae	Subfamily	2.3e-05
ViPhOG28201	Cvivirinae	Subfamily	2.3e-28
ViPhOG12365	Tevenvirinae	Subfamily	2.5e-10
ViPhOG28221	Cvivirinae	Subfamily	1.9e-116
ViPhOG28310	Cvivirinae	Subfamily	2.5e-83
ViPhOG6132	Twortvirinae	Subfamily	1.1e-41
ViPhOG3527	Chordopoxvirinae	Subfamily	2.2e-44
ViPhOG13234	Chordopoxvirinae	Subfamily	0.00086
ViPhOG28236	Cvivirinae	Subfamily	6.8e-32
ViPhOG28262	Cvivirinae	Subfamily	1.3e-54
ViPhOG16688	Arquatrovirinae	Subfamily	4.7e-40
ViPhOG10717	Twortvirinae	Subfamily	6.2e-14
ViPhOG4669	Tevenvirinae	Subfamily	5.7e-08
ViPhOG22339	Nclasvirinae	Subfamily	8e-54
ViPhOG26475	Dclasvirinae	Subfamily	4.7e-49
ViPhOG28240	Cvivirinae	Subfamily	9.4e-33
ViPhOG27574	Piscanivirinae	Subfamily	6.8e-54
ViPhOG28662	Cvivirinae	Subfamily	4.3e-45
ViPhOG1121	Gammaherpesvirinae	Subfamily	1.2e-08
ViPhOG11550	Ounavirinae	Subfamily	1e-41
ViPhOG28212	Cvivirinae	Subfamily	1.7e-54
ViPhOG28235	Cvivirinae	Subfamily	2.2e-49
ViPhOG7442	Klosneuvirinae	Subfamily	1.6e-06
ViPhOG28294	Cvivirinae	Subfamily	1.2e-30
ViPhOG16690	Arquatrovirinae	Subfamily	2.9e-23
ViPhOG2549	Chordopoxvirinae	Subfamily	5.8e-15
ViPhOG11561	Ounavirinae	Subfamily	1.3e-74
ViPhOG28213	Cvivirinae	Subfamily	1e-38
ViPhOG28639	Cvivirinae	Subfamily	1.9e-25
ViPhOG11540	Ounavirinae	Subfamily	2.3e-34
ViPhOG9842	Chordopoxvirinae	Subfamily	6.4e-06
ViPhOG11506	Ounavirinae	Subfamily	1.2e-26
ViPhOG10715	Twortvirinae	Subfamily	2.7e-14
ViPhOG11586	Ounavirinae	Subfamily	9.3e-40
ViPhOG23566	Vequintavirinae	Subfamily	7e-18
ViPhOG11587	Ounavirinae	Subfamily	1.3e-42
ViPhOG2419	Alphairidovirinae	Subfamily	8.6e-40
ViPhOG1057	Gammaherpesvirinae	Subfamily	8.9e-68
ViPhOG28185	Cvivirinae	Subfamily	8.5e-107
ViPhOG16033	Bastillevirinae	Subfamily	2.2e-07
ViPhOG16720	Guernseyvirinae	Subfamily	2.6e-14
ViPhOG28219	Cvivirinae	Subfamily	2.5e-173
ViPhOG20905	Tevenvirinae	Subfamily	3.3e-30
ViPhOG8832	Chordopoxvirinae	Subfamily	8.8e-15
ViPhOG6900	Klosneuvirinae	Subfamily	1.2e-05
ViPhOG28258	Cvivirinae	Subfamily	1.2e-05
ViPhOG4640	Tevenvirinae	Subfamily	2.8e-13
ViPhOG8393	Chordopoxvirinae	Subfamily	0.00038
ViPhOG11581	Ounavirinae	Subfamily	1.1e-40
ViPhOG11224	Chordopoxvirinae	Subfamily	0.00085
ViPhOG2553	Chordopoxvirinae	Subfamily	0.00013
ViPhOG22745	Autographivirinae	Subfamily	0.00057
ViPhOG6146	Twortvirinae	Subfamily	6.7e-18
ViPhOG8395	Chordopoxvirinae	Subfamily	1.7e-07
ViPhOG6112	Twortvirinae	Subfamily	0.00037
ViPhOG17880	Vequintavirinae	Subfamily	9.2e-50
ViPhOG13746	Ounavirinae	Subfamily	0.00055
ViPhOG11534	Ounavirinae	Subfamily	1.4e-110
ViPhOG28224	Cvivirinae	Subfamily	2.2e-44
ViPhOG28241	Cvivirinae	Subfamily	1.8e-94
ViPhOG28647	Cvivirinae	Subfamily	1.3e-40
ViPhOG6236	Twortvirinae	Subfamily	1.5e-08
ViPhOG16718	Guernseyvirinae	Subfamily	2e-98
ViPhOG28656	Cvivirinae	Subfamily	2.4e-120
ViPhOG28908	Bastillevirinae	Subfamily	1.1e-11
ViPhOG28640	Cvivirinae	Subfamily	3.5e-55
ViPhOG18128	Tunavirinae	Subfamily	1.7e-12
ViPhOG12345	Tevenvirinae	Subfamily	8.2e-22
ViPhOG5807	Jasinkavirinae	Subfamily	8.6e-30
ViPhOG11549	Ounavirinae	Subfamily	2.3e-84
ViPhOG16663	Arquatrovirinae	Subfamily	7.4e-16
ViPhOG13734	Ounavirinae	Subfamily	9.8e-25
ViPhOG11579	Ounavirinae	Subfamily	2.3e-32
ViPhOG16671	Arquatrovirinae	Subfamily	3.3e-09
ViPhOG11571	Ounavirinae	Subfamily	6.1e-46
ViPhOG7367	Klosneuvirinae	Subfamily	0.0
ViPhOG17298	Klosneuvirinae	Subfamily	1.5e-38
ViPhOG15074	Autographivirinae	Subfamily	3.7e-12
ViPhOG4672	Tevenvirinae	Subfamily	1.1e-06
ViPhOG1070	Gammaherpesvirinae	Subfamily	3.4e-10
ViPhOG4759	Alphaherpesvirinae	Subfamily	0.00071
ViPhOG23578	Vequintavirinae	Subfamily	7.7e-25
ViPhOG11651	Parvovirinae	Subfamily	6.8e-33
ViPhOG16859	Autographivirinae	Subfamily	0.001
ViPhOG8624	Peduovirinae	Subfamily	1.6e-08
ViPhOG17264	Bclasvirinae	Subfamily	4.3e-06
ViPhOG11502	Ounavirinae	Subfamily	6e-33
ViPhOG14394	Pclasvirinae	Subfamily	1e-05
ViPhOG2425	Alphairidovirinae	Subfamily	7e-05
ViPhOG17313	Klosneuvirinae	Subfamily	2.6e-05
ViPhOG12381	Tevenvirinae	Subfamily	4.4e-08
ViPhOG22762	Ounavirinae	Subfamily	2e-19
ViPhOG11528	Ounavirinae	Subfamily	1.8e-25
ViPhOG28648	Cvivirinae	Subfamily	8.7e-27
ViPhOG28187	Cvivirinae	Subfamily	3.3e-71
ViPhOG16650	Guernseyvirinae	Subfamily	8e-09
ViPhOG28291	Cvivirinae	Subfamily	2e-31
ViPhOG13674	Ounavirinae	Subfamily	2.5e-45
ViPhOG6164	Twortvirinae	Subfamily	0.00014
ViPhOG10722	Twortvirinae	Subfamily	1.6e-06
ViPhOG27060	Tunavirinae	Subfamily	1.7e-13
ViPhOG10702	Twortvirinae	Subfamily	8.8e-22
ViPhOG15542	Klosneuvirinae	Subfamily	1.1e-14
ViPhOG26004	Betairidovirinae	Subfamily	4.4e-11
ViPhOG6163	Twortvirinae	Subfamily	2.9e-17
ViPhOG27646	Picovirinae	Subfamily	0.00028
ViPhOG11527	Ounavirinae	Subfamily	1.5e-55
ViPhOG10644	Twortvirinae	Subfamily	7.3e-05
ViPhOG11027	Bclasvirinae	Subfamily	2.2e-47
ViPhOG29388	Arquatrovirinae	Subfamily	5.9e-09
ViPhOG28962	Bastillevirinae	Subfamily	2.2e-23
ViPhOG6222	Twortvirinae	Subfamily	3.9e-29
ViPhOG6327	Autographivirinae	Subfamily	6.8e-14
ViPhOG11492	Ounavirinae	Subfamily	4.6e-15
ViPhOG8824	Chordopoxvirinae	Subfamily	5.6e-06
ViPhOG6674	Procedovirinae	Subfamily	8.3e-08
ViPhOG30310	Guernseyvirinae	Subfamily	1.8e-17
ViPhOG14678	Dclasvirinae	Subfamily	8.3e-61
ViPhOG1760	Alphaherpesvirinae	Subfamily	4e-150
ViPhOG9887	Parvovirinae	Subfamily	1.7e-77
ViPhOG6192	Twortvirinae	Subfamily	1.6e-29
ViPhOG16339	Bclasvirinae	Subfamily	0.00044
ViPhOG10718	Twortvirinae	Subfamily	2e-17
ViPhOG11548	Ounavirinae	Subfamily	4e-44
ViPhOG9348	Chordopoxvirinae	Subfamily	2.7e-06
ViPhOG26841	Tevenvirinae	Subfamily	9.6e-08
ViPhOG9053	Gammaherpesvirinae	Subfamily	2.4e-12
ViPhOG16692	Arquatrovirinae	Subfamily	4.2e-88
ViPhOG4800	Alphaherpesvirinae	Subfamily	1.8e-05
ViPhOG28289	Cvivirinae	Subfamily	9.7e-29
ViPhOG20608	Vequintavirinae	Subfamily	3.4e-48
ViPhOG16329	Trivirinae	Subfamily	2e-09
ViPhOG2468	Alphairidovirinae	Subfamily	3.3e-63
ViPhOG3523	Chordopoxvirinae	Subfamily	1.5e-12
ViPhOG11519	Ounavirinae	Subfamily	6.7e-27
ViPhOG9051	Gammaherpesvirinae	Subfamily	4.2e-10
ViPhOG25513	Peduovirinae	Subfamily	1.8e-92
ViPhOG28293	Cvivirinae	Subfamily	9.3e-24
ViPhOG28194	Cvivirinae	Subfamily	1.4e-42
ViPhOG11641	Guernseyvirinae	Subfamily	1.2e-35
ViPhOG1197	Autographivirinae	Subfamily	2e-13
ViPhOG26331	Sepvirinae	Subfamily	3.2e-36
ViPhOG11610	Guernseyvirinae	Subfamily	0.00074
ViPhOG16677	Arquatrovirinae	Subfamily	1.8e-12
ViPhOG29527	Bastillevirinae	Subfamily	0.00047
ViPhOG28664	Cvivirinae	Subfamily	6.6e-38
ViPhOG1519	Chordopoxvirinae	Subfamily	1.8e-17
ViPhOG6840	Klosneuvirinae	Subfamily	1.1e-47
ViPhOG6245	Twortvirinae	Subfamily	0.00045
ViPhOG974	Vequintavirinae	Subfamily	5.7e-06
ViPhOG28257	Cvivirinae	Subfamily	2.7e-160
ViPhOG28223	Cvivirinae	Subfamily	9.5e-46
ViPhOG16676	Arquatrovirinae	Subfamily	3.3e-08
ViPhOG16652	Guernseyvirinae	Subfamily	3.1e-08
ViPhOG11620	Guernseyvirinae	Subfamily	3.8e-24
ViPhOG4452	Tevenvirinae	Subfamily	1.6e-16
ViPhOG19823	Ounavirinae	Subfamily	3.3e-18
ViPhOG22033	Sepvirinae	Subfamily	7.5e-28
ViPhOG2461	Alphairidovirinae	Subfamily	2.8e-06
ViPhOG12247	Klosneuvirinae	Subfamily	4.1e-05
ViPhOG6223	Twortvirinae	Subfamily	2.3e-22
ViPhOG26464	Nymbaxtervirinae	Subfamily	1.7e-11
ViPhOG11515	Ounavirinae	Subfamily	4.9e-27
ViPhOG20898	Tevenvirinae	Subfamily	2.2e-12
ViPhOG28386	Tevenvirinae	Subfamily	1.6e-32
ViPhOG4442	Tevenvirinae	Subfamily	2e-109
ViPhOG4513	Tevenvirinae	Subfamily	2.9e-15
ViPhOG22336	Nclasvirinae	Subfamily	3.3e-80
ViPhOG6180	Twortvirinae	Subfamily	1.5e-11
ViPhOG11565	Ounavirinae	Subfamily	1.6e-72
ViPhOG19824	Ounavirinae	Subfamily	5.8e-88
ViPhOG11511	Ounavirinae	Subfamily	5.3e-38
ViPhOG13737	Ounavirinae	Subfamily	3.8e-06
ViPhOG24289	Autographivirinae	Subfamily	3.8e-29
ViPhOG14640	Dclasvirinae	Subfamily	1.7e-66
ViPhOG17894	Tevenvirinae	Subfamily	1.4e-25
ViPhOG23581	Vequintavirinae	Subfamily	2.4e-13
ViPhOG29387	Arquatrovirinae	Subfamily	1.6e-11
ViPhOG6187	Twortvirinae	Subfamily	5.7e-08
ViPhOG28234	Cvivirinae	Subfamily	2.8e-28
ViPhOG23814	Brockvirinae	Subfamily	1.1e-32
ViPhOG1203	Autographivirinae	Subfamily	1.3e-18
ViPhOG28211	Cvivirinae	Subfamily	1.3e-57
ViPhOG11557	Ounavirinae	Subfamily	9.2e-17
ViPhOG28895	Bastillevirinae	Subfamily	0.00073
ViPhOG25015	Orthoretrovirinae	Subfamily	0.00065
ViPhOG10848	Bclasvirinae	Subfamily	2.1e-08
ViPhOG8883	Betaherpesvirinae	Subfamily	0.00054
ViPhOG9365	Chordopoxvirinae	Subfamily	6.6e-12
ViPhOG28129	Tevenvirinae	Subfamily	1.5e-24
ViPhOG3531	Chordopoxvirinae	Subfamily	3.6e-05
ViPhOG24496	Dclasvirinae	Subfamily	2.2e-30
ViPhOG16683	Arquatrovirinae	Subfamily	9.8e-27
ViPhOG11876	Tevenvirinae	Subfamily	2.2e-09
ViPhOG5897	Autographivirinae	Subfamily	1e-25
ViPhOG4658	Tevenvirinae	Subfamily	1.3e-23
ViPhOG29027	Bastillevirinae	Subfamily	1.2e-29
ViPhOG24700	Vequintavirinae	Subfamily	0.00066
ViPhOG4733	Alphaherpesvirinae	Subfamily	7.7e-14
ViPhOG4778	Alphaherpesvirinae	Subfamily	0.00013
ViPhOG10240	Sepvirinae	Subfamily	6.1e-58
ViPhOG19767	Twortvirinae	Subfamily	0.00079
ViPhOG1816	Alphaherpesvirinae	Subfamily	8.5e-23
ViPhOG22373	Tevenvirinae	Subfamily	1.4e-17
ViPhOG11619	Guernseyvirinae	Subfamily	5.8e-20
ViPhOG12044	Autographivirinae	Subfamily	1.7e-43
ViPhOG29007	Bastillevirinae	Subfamily	1.9e-35
ViPhOG6111	Twortvirinae	Subfamily	5.7e-67
ViPhOG1542	Chordopoxvirinae	Subfamily	3.4e-05
ViPhOG16651	Guernseyvirinae	Subfamily	1.2e-17
ViPhOG25507	Mccleskeyvirinae	Subfamily	2.2e-05
ViPhOG8618	Peduovirinae	Subfamily	1.6e-35
ViPhOG4639	Tevenvirinae	Subfamily	1.5e-06
ViPhOG16314	Autographivirinae	Subfamily	0.00061
ViPhOG12788	Autographivirinae	Subfamily	3.5e-24
ViPhOG4674	Tevenvirinae	Subfamily	5e-08
ViPhOG10638	Twortvirinae	Subfamily	4.4e-16
ViPhOG8626	Peduovirinae	Subfamily	1.8e-17
ViPhOG28232	Cvivirinae	Subfamily	3.8e-50
ViPhOG16654	Arquatrovirinae	Subfamily	4e-13
ViPhOG16678	Arquatrovirinae	Subfamily	8.1e-07
ViPhOG9863	Chordopoxvirinae	Subfamily	0.00053
ViPhOG4549	Tevenvirinae	Subfamily	1.1e-16
ViPhOG16674	Arquatrovirinae	Subfamily	5.4e-10
ViPhOG16644	Guernseyvirinae	Subfamily	6e-31
ViPhOG11583	Ounavirinae	Subfamily	1.1e-33
ViPhOG28182	Cvivirinae	Subfamily	9.4e-29
ViPhOG1054	Gammaherpesvirinae	Subfamily	2.5e-74
ViPhOG3667	Autographivirinae	Subfamily	2.4e-12
ViPhOG16010	Bastillevirinae	Subfamily	7.8e-05
ViPhOG11672	Bclasvirinae	Subfamily	1.7e-05
ViPhOG11839	Tevenvirinae	Subfamily	6.9e-09
ViPhOG29001	Bastillevirinae	Subfamily	9.6e-10
ViPhOG15946	Dclasvirinae	Subfamily	1.4e-44
ViPhOG8828	Chordopoxvirinae	Subfamily	0.00014
ViPhOG23753	Autographivirinae	Subfamily	0.00073
ViPhOG14649	Dclasvirinae	Subfamily	1.2e-72
ViPhOG11552	Ounavirinae	Subfamily	1.1e-78
ViPhOG13358	Autographivirinae	Subfamily	1.7e-24
ViPhOG590	Sepvirinae	Subfamily	6e-12
ViPhOG22102	Simarterivirinae	Subfamily	0.00021
ViPhOG7097	Klosneuvirinae	Subfamily	9.3e-23
ViPhOG1068	Gammaherpesvirinae	Subfamily	2.7e-14
ViPhOG21541	Bastillevirinae	Subfamily	3.2e-33
ViPhOG30411	Bastillevirinae	Subfamily	0.00069
ViPhOG11606	Guernseyvirinae	Subfamily	1e-31
ViPhOG15999	Bastillevirinae	Subfamily	2.1e-15
ViPhOG4667	Tevenvirinae	Subfamily	6.6e-26
ViPhOG22608	Tevenvirinae	Subfamily	0.0004
ViPhOG4550	Tevenvirinae	Subfamily	6.6e-05
ViPhOG6321	Autographivirinae	Subfamily	0.00013
ViPhOG16691	Arquatrovirinae	Subfamily	3.9e-39
ViPhOG13805	Tunavirinae	Subfamily	1.3e-18
ViPhOG11623	Guernseyvirinae	Subfamily	3e-44
ViPhOG11999	Autographivirinae	Subfamily	0.00034
ViPhOG12358	Tevenvirinae	Subfamily	7.5e-11
ViPhOG1765	Alphaherpesvirinae	Subfamily	3.3e-06
ViPhOG9336	Chordopoxvirinae	Subfamily	7e-11
ViPhOG13373	Autographivirinae	Subfamily	1e-09
ViPhOG8623	Peduovirinae	Subfamily	7.7e-46
ViPhOG13740	Ounavirinae	Subfamily	1.9e-27
ViPhOG16055	Bastillevirinae	Subfamily	0.00031
ViPhOG17795	Klosneuvirinae	Subfamily	5.3e-14
ViPhOG4418	Tevenvirinae	Subfamily	0.00098
ViPhOG12264	Klosneuvirinae	Subfamily	7.6e-07
ViPhOG11555	Ounavirinae	Subfamily	4.2e-61
ViPhOG15864	Bclasvirinae	Subfamily	1e-23
ViPhOG14535	Mclasvirinae	Subfamily	7.4e-17
ViPhOG13772	Tunavirinae	Subfamily	0.00023
ViPhOG1803	Alphaherpesvirinae	Subfamily	3.3e-06
ViPhOG12362	Tevenvirinae	Subfamily	0.00099
ViPhOG16657	Arquatrovirinae	Subfamily	7.3e-10
ViPhOG21778	Jasinkavirinae	Subfamily	9.2e-36
ViPhOG13811	Tunavirinae	Subfamily	7.4e-19
ViPhOG27059	Tunavirinae	Subfamily	4.8e-05
ViPhOG27967	Bclasvirinae	Subfamily	4.1e-39
ViPhOG29032	Bastillevirinae	Subfamily	0.00025
ViPhOG22108	Simarterivirinae	Subfamily	0.00084
ViPhOG1701	Chordopoxvirinae	Subfamily	2.4e-25
ViPhOG6281	Alphaherpesvirinae	Subfamily	3.9e-07
ViPhOG9947	Mclasvirinae	Subfamily	6.3e-38
ViPhOG28663	Aglimvirinae	Subfamily	1.3e-165
ViPhOG28192	Cvivirinae	Subfamily	2.1e-44
ViPhOG1219	Spumaretrovirinae	Subfamily	5.6e-05
ViPhOG6172	Twortvirinae	Subfamily	3.1e-13
ViPhOG4427	Tevenvirinae	Subfamily	3.1e-30
ViPhOG25747	Entomopoxvirinae	Subfamily	1.8e-33
ViPhOG1128	Gammaherpesvirinae	Subfamily	1.2e-05
ViPhOG10912	Bclasvirinae	Subfamily	1.5e-18
ViPhOG28128	Tevenvirinae	Subfamily	3.4e-06
ViPhOG7790	Klosneuvirinae	Subfamily	0.00054
ViPhOG2480	Alphairidovirinae	Subfamily	0.00098
ViPhOG13807	Tunavirinae	Subfamily	6.1e-22
ViPhOG8568	Betaherpesvirinae	Subfamily	0.00011
ViPhOG28466	Autographivirinae	Subfamily	0.00076
ViPhOG9608	Entomopoxvirinae	Subfamily	2.1e-20
ViPhOG4542	Tevenvirinae	Subfamily	1.8e-21
ViPhOG16017	Bastillevirinae	Subfamily	2.2e-20
ViPhOG6557	Alphairidovirinae	Subfamily	1.1e-12
ViPhOG4541	Tevenvirinae	Subfamily	4.1e-05
ViPhOG24402	Autographivirinae	Subfamily	0.00017
ViPhOG13777	Tunavirinae	Subfamily	6.4e-07
ViPhOG11529	Ounavirinae	Subfamily	3.1e-85
ViPhOG4481	Tevenvirinae	Subfamily	3.5e-25
ViPhOG4753	Alphaherpesvirinae	Subfamily	0.00078
ViPhOG3144	Entomopoxvirinae	Subfamily	4.5e-67
ViPhOG20369	Klosneuvirinae	Subfamily	5.2e-24
ViPhOG2541	Chordopoxvirinae	Subfamily	1.2e-11
ViPhOG1406	Gammaherpesvirinae	Subfamily	1.8e-30
ViPhOG22248	Bclasvirinae	Subfamily	1.4e-41
ViPhOG1055	Gammaherpesvirinae	Subfamily	4.7e-67
ViPhOG21867	Nclasvirinae	Subfamily	1e-16
ViPhOG14342	Bclasvirinae	Subfamily	0.00034
ViPhOG22254	Simarterivirinae	Subfamily	5.5e-10
ViPhOG7654	Klosneuvirinae	Subfamily	6.7e-07
ViPhOG1791	Alphaherpesvirinae	Subfamily	8e-40
ViPhOG6162	Twortvirinae	Subfamily	2.4e-07
ViPhOG28242	Cvivirinae	Subfamily	6.7e-37
ViPhOG9929	Orthoparamyxovirinae	Subfamily	2.5e-49
ViPhOG24413	Tunavirinae	Subfamily	0.00072
ViPhOG11617	Guernseyvirinae	Subfamily	4.2e-29
ViPhOG17036	Entomopoxvirinae	Subfamily	2.3e-22
ViPhOG22974	Vequintavirinae	Subfamily	5.4e-19
ViPhOG4630	Tevenvirinae	Subfamily	0.00022
ViPhOG16850	Autographivirinae	Subfamily	0.00073
ViPhOG27478	Betairidovirinae	Subfamily	7.2e-28
ViPhOG1457	Gammaherpesvirinae	Subfamily	1.3e-14
ViPhOG14662	Bclasvirinae	Subfamily	1.4e-61
ViPhOG5008	Ounavirinae	Subfamily	1.1e-72
ViPhOG10725	Twortvirinae	Subfamily	1.5e-13
ViPhOG10920	Bclasvirinae	Subfamily	1.7e-31
ViPhOG31023	Betairidovirinae	Subfamily	1.9e-57
ViPhOG10128	Betaherpesvirinae	Subfamily	0.0002
ViPhOG13789	Tunavirinae	Subfamily	6.1e-11
ViPhOG14209	Mclasvirinae	Subfamily	5.2e-44
ViPhOG17753	Arquatrovirinae	Subfamily	1.1e-35
ViPhOG9854	Chordopoxvirinae	Subfamily	0.00052
ViPhOG10569	Eucampyvirinae	Subfamily	3.7e-56
ViPhOG8480	Betaherpesvirinae	Subfamily	7.5e-08
ViPhOG8619	Peduovirinae	Subfamily	1.2e-36
ViPhOG11609	Guernseyvirinae	Subfamily	6.8e-21
ViPhOG24373	Autographivirinae	Subfamily	1.3e-08
ViPhOG5914	Entomopoxvirinae	Subfamily	0.00017
ViPhOG29003	Bastillevirinae	Subfamily	0.00057
ViPhOG13948	Sepvirinae	Subfamily	1.7e-37
ViPhOG27715	Bastillevirinae	Subfamily	2.3e-08
ViPhOG20986	Bastillevirinae	Subfamily	3.7e-18
ViPhOG16659	Arquatrovirinae	Subfamily	7.5e-58
ViPhOG4519	Tevenvirinae	Subfamily	1.4e-31
ViPhOG10585	Eucampyvirinae	Subfamily	6.6e-08
ViPhOG9691	Trivirinae	Subfamily	0.00077
ViPhOG1717	Chordopoxvirinae	Subfamily	3.2e-19
ViPhOG21037	Bastillevirinae	Subfamily	1.9e-08
ViPhOG16065	Bastillevirinae	Subfamily	6.4e-17
ViPhOG28302	Cvivirinae	Subfamily	6.3e-215
ViPhOG16092	Bastillevirinae	Subfamily	1.5e-24
ViPhOG16684	Arquatrovirinae	Subfamily	1.1e-63
ViPhOG3969	Betaherpesvirinae	Subfamily	7.8e-05
ViPhOG491	Trivirinae	Subfamily	0.00027
ViPhOG20126	Klosneuvirinae	Subfamily	6e-10
ViPhOG16085	Bastillevirinae	Subfamily	2.9e-05
ViPhOG12020	Autographivirinae	Subfamily	6.6e-255
ViPhOG28903	Bastillevirinae	Subfamily	7.2e-08
ViPhOG22736	Vequintavirinae	Subfamily	6.3e-34
ViPhOG13353	Autographivirinae	Subfamily	1.6e-08
ViPhOG27449	Spounavirinae	Subfamily	6.1e-27
ViPhOG3386	Chordopoxvirinae	Subfamily	0.00056
ViPhOG3635	Autographivirinae	Subfamily	1.1e-05
ViPhOG29549	Bastillevirinae	Subfamily	2.5e-05
ViPhOG29006	Bastillevirinae	Subfamily	9.4e-34
ViPhOG1407	Gammaherpesvirinae	Subfamily	1.5e-29
ViPhOG21656	Autographivirinae	Subfamily	6.1e-11
ViPhOG11615	Guernseyvirinae	Subfamily	6.4e-27
ViPhOG28589	Bastillevirinae	Subfamily	8e-28
ViPhOG1326	Orthoretrovirinae	Subfamily	1e-21
ViPhOG1657	Chordopoxvirinae	Subfamily	0.00041
ViPhOG1123	Gammaherpesvirinae	Subfamily	1.5e-08
ViPhOG13801	Tunavirinae	Subfamily	1.7e-10
ViPhOG1823	Alphaherpesvirinae	Subfamily	7.2e-53
ViPhOG18173	Brockvirinae	Subfamily	3e-07
ViPhOG25396	Sepvirinae	Subfamily	1.8e-26
ViPhOG4659	Tevenvirinae	Subfamily	8.9e-24
ViPhOG4608	Tevenvirinae	Subfamily	2.5e-37
ViPhOG28588	Tevenvirinae	Subfamily	0.00034
ViPhOG8856	Bullavirinae	Subfamily	3.4e-25
ViPhOG810	Alphaherpesvirinae	Subfamily	1.9e-23
ViPhOG16390	Hexponivirinae	Subfamily	9.9e-46
ViPhOG11629	Guernseyvirinae	Subfamily	2.4e-30
ViPhOG12340	Tevenvirinae	Subfamily	0.00016
ViPhOG2471	Alphairidovirinae	Subfamily	2.5e-12
ViPhOG4434	Tevenvirinae	Subfamily	1e-25
ViPhOG30621	Bastillevirinae	Subfamily	6.4e-11
ViPhOG15838	Bclasvirinae	Subfamily	1.8e-57
ViPhOG11630	Guernseyvirinae	Subfamily	4.2e-110
ViPhOG11635	Guernseyvirinae	Subfamily	2.7e-28
ViPhOG851	Alphaherpesvirinae	Subfamily	9.3e-08
ViPhOG6013	Chordopoxvirinae	Subfamily	2.2e-18
ViPhOG17785	Klosneuvirinae	Subfamily	2.7e-07
ViPhOG14693	Dclasvirinae	Subfamily	9.4e-75
ViPhOG7920	Klosneuvirinae	Subfamily	1e-06
ViPhOG16063	Bastillevirinae	Subfamily	1.6e-11
ViPhOG16090	Bastillevirinae	Subfamily	3.1e-10
ViPhOG16313	Autographivirinae	Subfamily	1.6e-06
ViPhOG28199	Cvivirinae	Subfamily	2.5e-31
ViPhOG24437	Entomopoxvirinae	Subfamily	3.7e-149
ViPhOG14639	Dclasvirinae	Subfamily	1.7e-93
ViPhOG2478	Alphairidovirinae	Subfamily	1e-45
ViPhOG2459	Alphairidovirinae	Subfamily	4.2e-16
ViPhOG967	Tevenvirinae	Subfamily	9.3e-10
ViPhOG22251	Simarterivirinae	Subfamily	9.9e-09
ViPhOG4410	Tevenvirinae	Subfamily	3.2e-08
ViPhOG14337	Bclasvirinae	Subfamily	1.6e-11
ViPhOG4432	Tevenvirinae	Subfamily	7.7e-25
ViPhOG4441	Tevenvirinae	Subfamily	5.1e-05
ViPhOG25013	Autographivirinae	Subfamily	0.0002
ViPhOG11590	Ounavirinae	Subfamily	1.2e-19
ViPhOG22095	Simarterivirinae	Subfamily	0.00022
ViPhOG24806	Autographivirinae	Subfamily	4.3e-05
ViPhOG6346	Chordopoxvirinae	Subfamily	7.9e-11
ViPhOG28131	Entomopoxvirinae	Subfamily	1.9e-13
ViPhOG16025	Bastillevirinae	Subfamily	2.1e-138
ViPhOG30908	Betairidovirinae	Subfamily	4e-42
ViPhOG16026	Bastillevirinae	Subfamily	9.2e-27
ViPhOG16740	Tevenvirinae	Subfamily	6.2e-21
ViPhOG4498	Tevenvirinae	Subfamily	4.4e-05
ViPhOG1045	Gammaherpesvirinae	Subfamily	5.1e-09
ViPhOG5588	Autographivirinae	Subfamily	2.5e-69
ViPhOG10685	Twortvirinae	Subfamily	1.2e-07
ViPhOG4553	Tevenvirinae	Subfamily	3.8e-23
ViPhOG4429	Tevenvirinae	Subfamily	0.00019
ViPhOG25635	Entomopoxvirinae	Subfamily	2.5e-101
ViPhOG26051	Betairidovirinae	Subfamily	2.9e-83
ViPhOG1265	Ounavirinae	Subfamily	4.2e-28
ViPhOG28749	Betairidovirinae	Subfamily	1e-109
ViPhOG30206	Tevenvirinae	Subfamily	7.1e-08
ViPhOG9930	Orthoparamyxovirinae	Subfamily	2.4e-49
ViPhOG20855	Autographivirinae	Subfamily	0.00074
ViPhOG30912	Betairidovirinae	Subfamily	2.3e-97
ViPhOG4500	Tevenvirinae	Subfamily	2.1e-12
ViPhOG14624	Dclasvirinae	Subfamily	8.1e-27
ViPhOG12357	Tevenvirinae	Subfamily	0.00061
ViPhOG16661	Arquatrovirinae	Subfamily	4.2e-18
ViPhOG4525	Tevenvirinae	Subfamily	1.5e-06
ViPhOG10239	Sepvirinae	Subfamily	9.1e-29
ViPhOG18007	Alphairidovirinae	Subfamily	1e-07
ViPhOG11542	Ounavirinae	Subfamily	2.7e-21
ViPhOG850	Alphaherpesvirinae	Subfamily	1.3e-32
